"clu_A","clu_E","Cluster","cond_inh","Unique_Unique_Object"
1,6,"1_6","81.3 S1P YM","81.3 S1P YM_672660"
3,8,"3_8","8.16 His YM","8.16 His YM_672662"
2,8,"2_8","81.3 S1P YM","81.3 S1P YM_672662"
3,8,"3_8","81.3 S1P YM","81.3 S1P YM_672664"
2,6,"2_6","81.3 S1P YM","81.3 S1P YM_672665"
3,8,"3_8","8.16 His YM","8.16 His YM_672666"
2,3,"2_3","81.3 S1P YM","81.3 S1P YM_672667"
2,8,"2_8","81.3 S1P YM","81.3 S1P YM_672668"
3,7,"3_7","8.16 His YM","8.16 His YM_672669"
3,7,"3_7","81.3 S1P YM","81.3 S1P YM_672670"
2,2,"2_2","81.3 S1P YM","81.3 S1P YM_672671"
2,8,"2_8","81.3 S1P YM","81.3 S1P YM_672674"
2,2,"2_2","81.3 S1P YM","81.3 S1P YM_672675"
3,7,"3_7","81.3 S1P YM","81.3 S1P YM_672676"
3,7,"3_7","8.16 His YM","8.16 His YM_672677"
2,8,"2_8","81.3 S1P YM","81.3 S1P YM_672678"
1,8,"1_8","8.16 His YM","8.16 His YM_672682"
2,7,"2_7","8.16 His YM","8.16 His YM_672683"
3,7,"3_7","81.3 S1P YM","81.3 S1P YM_672686"
2,8,"2_8","81.3 S1P YM","81.3 S1P YM_672688"
2,8,"2_8","81.3 S1P YM","81.3 S1P YM_672689"
2,8,"2_8","8.16 His YM","8.16 His YM_672690"
3,7,"3_7","8.16 His YM","8.16 His YM_672691"
3,8,"3_8","81.3 S1P YM","81.3 S1P YM_672693"
2,8,"2_8","8.16 His YM","8.16 His YM_672694"
2,7,"2_7","8.16 His YM","8.16 His YM_672695"
1,6,"1_6","81.3 S1P YM","81.3 S1P YM_672695"
2,8,"2_8","8.16 His YM","8.16 His YM_672696"
1,8,"1_8","8.16 His YM","8.16 His YM_672698"
2,6,"2_6","81.3 S1P YM","81.3 S1P YM_672698"
2,8,"2_8","8.16 His YM","8.16 His YM_672699"
2,7,"2_7","8.16 His YM","8.16 His YM_672701"
3,8,"3_8","8.16 His YM","8.16 His YM_672703"
3,7,"3_7","8.16 His YM","8.16 His YM_672704"
3,7,"3_7","8.16 His YM","8.16 His YM_672708"
2,8,"2_8","81.3 S1P YM","81.3 S1P YM_672708"
3,7,"3_7","8.16 His YM","8.16 His YM_672709"
3,5,"3_5","81.3 S1P YM","81.3 S1P YM_672709"
3,8,"3_8","81.3 S1P YM","81.3 S1P YM_672710"
2,8,"2_8","81.3 S1P YM","81.3 S1P YM_672712"
1,6,"1_6","81.3 S1P YM","81.3 S1P YM_672715"
3,8,"3_8","8.16 His YM","8.16 His YM_672716"
2,6,"2_6","81.3 S1P YM","81.3 S1P YM_672717"
2,8,"2_8","8.16 His YM","8.16 His YM_672718"
3,8,"3_8","81.3 S1P YM","81.3 S1P YM_672719"
3,8,"3_8","8.16 His YM","8.16 His YM_672720"
3,7,"3_7","8.16 His YM","8.16 His YM_672721"
1,8,"1_8","8.16 His YM","8.16 His YM_672722"
3,7,"3_7","8.16 His YM","8.16 His YM_672723"
2,7,"2_7","8.16 His YM","8.16 His YM_672724"
2,8,"2_8","81.3 S1P YM","81.3 S1P YM_672724"
2,8,"2_8","8.16 His YM","8.16 His YM_672725"
3,8,"3_8","81.3 S1P YM","81.3 S1P YM_672725"
2,3,"2_3","81.3 S1P YM","81.3 S1P YM_672726"
3,7,"3_7","8.16 His YM","8.16 His YM_672727"
2,8,"2_8","8.16 His YM","8.16 His YM_672728"
3,8,"3_8","81.3 S1P YM","81.3 S1P YM_672728"
3,8,"3_8","81.3 S1P YM","81.3 S1P YM_672729"
3,7,"3_7","8.16 His YM","8.16 His YM_672730"
3,8,"3_8","81.3 S1P YM","81.3 S1P YM_672731"
2,8,"2_8","8.16 His YM","8.16 His YM_672733"
2,8,"2_8","8.16 His YM","8.16 His YM_672734"
3,6,"3_6","81.3 S1P YM","81.3 S1P YM_672734"
2,7,"2_7","8.16 His YM","8.16 His YM_672735"
2,8,"2_8","81.3 S1P YM","81.3 S1P YM_672735"
2,8,"2_8","81.3 S1P YM","81.3 S1P YM_672736"
3,7,"3_7","8.16 His YM","8.16 His YM_672737"
3,7,"3_7","8.16 His YM","8.16 His YM_672738"
3,8,"3_8","81.3 S1P YM","81.3 S1P YM_672738"
2,7,"2_7","8.16 His YM","8.16 His YM_672739"
1,8,"1_8","8.16 His YM","8.16 His YM_672741"
3,8,"3_8","8.16 His YM","8.16 His YM_672742"
2,8,"2_8","8.16 His YM","8.16 His YM_672744"
1,6,"1_6","81.3 S1P YM","81.3 S1P YM_672744"
3,7,"3_7","8.16 His YM","8.16 His YM_672745"
1,8,"1_8","81.3 S1P YM","81.3 S1P YM_672745"
1,8,"1_8","8.16 His YM","8.16 His YM_672746"
3,7,"3_7","81.3 S1P YM","81.3 S1P YM_672747"
2,7,"2_7","81.3 S1P YM","81.3 S1P YM_672749"
1,8,"1_8","8.16 His YM","8.16 His YM_672750"
2,8,"2_8","8.16 His YM","8.16 His YM_672751"
3,8,"3_8","81.3 S1P YM","81.3 S1P YM_672751"
3,8,"3_8","81.3 S1P YM","81.3 S1P YM_672752"
2,8,"2_8","8.16 His YM","8.16 His YM_672754"
3,7,"3_7","81.3 S1P YM","81.3 S1P YM_672754"
1,8,"1_8","8.16 His YM","8.16 His YM_672756"
2,8,"2_8","8.16 His YM","8.16 His YM_672757"
2,5,"2_5","81.3 S1P YM","81.3 S1P YM_672758"
3,8,"3_8","81.3 S1P YM","81.3 S1P YM_672759"
2,8,"2_8","8.16 His YM","8.16 His YM_672760"
2,8,"2_8","8.16 His YM","8.16 His YM_672761"
3,8,"3_8","81.3 S1P YM","81.3 S1P YM_672762"
2,8,"2_8","8.16 His YM","8.16 His YM_672763"
2,8,"2_8","81.3 S1P YM","81.3 S1P YM_672763"
2,8,"2_8","8.16 His YM","8.16 His YM_672764"
2,8,"2_8","81.3 S1P YM","81.3 S1P YM_672764"
2,7,"2_7","8.16 His YM","8.16 His YM_672765"
3,8,"3_8","81.3 S1P YM","81.3 S1P YM_672765"
2,8,"2_8","81.3 S1P YM","81.3 S1P YM_672766"
3,7,"3_7","8.16 His YM","8.16 His YM_672767"
3,8,"3_8","81.3 S1P YM","81.3 S1P YM_672767"
2,8,"2_8","8.16 His YM","8.16 His YM_672768"
2,8,"2_8","8.16 His YM","8.16 His YM_672770"
3,8,"3_8","81.3 S1P YM","81.3 S1P YM_672770"
2,8,"2_8","81.3 S1P YM","81.3 S1P YM_672772"
3,8,"3_8","81.3 S1P YM","81.3 S1P YM_672773"
2,8,"2_8","8.16 His YM","8.16 His YM_672774"
2,6,"2_6","81.3 S1P YM","81.3 S1P YM_672775"
2,8,"2_8","81.3 S1P YM","81.3 S1P YM_672779"
3,8,"3_8","8.16 His YM","8.16 His YM_672781"
1,5,"1_5","81.3 S1P YM","81.3 S1P YM_672781"
2,8,"2_8","8.16 His YM","8.16 His YM_672782"
1,2,"1_2","81.3 S1P YM","81.3 S1P YM_672782"
2,8,"2_8","8.16 His YM","8.16 His YM_672783"
2,8,"2_8","81.3 S1P YM","81.3 S1P YM_672783"
2,8,"2_8","8.16 His YM","8.16 His YM_672784"
2,8,"2_8","81.3 S1P YM","81.3 S1P YM_672785"
2,8,"2_8","81.3 S1P YM","81.3 S1P YM_672786"
3,7,"3_7","8.16 His YM","8.16 His YM_672787"
3,8,"3_8","8.16 His YM","8.16 His YM_672789"
3,7,"3_7","8.16 His YM","8.16 His YM_672791"
2,6,"2_6","81.3 S1P YM","81.3 S1P YM_672791"
3,8,"3_8","81.3 S1P YM","81.3 S1P YM_672793"
2,8,"2_8","81.3 S1P YM","81.3 S1P YM_672794"
2,8,"2_8","8.16 His YM","8.16 His YM_672795"
3,7,"3_7","81.3 S1P YM","81.3 S1P YM_672795"
1,8,"1_8","81.3 S1P YM","81.3 S1P YM_672796"
2,7,"2_7","8.16 His YM","8.16 His YM_672799"
3,8,"3_8","81.3 S1P YM","81.3 S1P YM_672799"
2,8,"2_8","8.16 His YM","8.16 His YM_672800"
1,6,"1_6","81.3 S1P YM","81.3 S1P YM_672800"
3,7,"3_7","8.16 His YM","8.16 His YM_672802"
1,6,"1_6","81.3 S1P YM","81.3 S1P YM_672803"
2,7,"2_7","8.16 His YM","8.16 His YM_672805"
3,8,"3_8","8.16 His YM","8.16 His YM_672807"
2,8,"2_8","81.3 S1P YM","81.3 S1P YM_672807"
2,8,"2_8","81.3 S1P YM","81.3 S1P YM_672811"
3,8,"3_8","81.3 S1P YM","81.3 S1P YM_672813"
3,7,"3_7","8.16 His YM","8.16 His YM_672817"
3,8,"3_8","8.16 His YM","8.16 His YM_672818"
2,8,"2_8","81.3 S1P YM","81.3 S1P YM_672818"
2,8,"2_8","8.16 His YM","8.16 His YM_672820"
2,6,"2_6","81.3 S1P YM","81.3 S1P YM_672820"
2,8,"2_8","8.16 His YM","8.16 His YM_672821"
3,8,"3_8","81.3 S1P YM","81.3 S1P YM_672821"
3,7,"3_7","8.16 His YM","8.16 His YM_672822"
2,8,"2_8","81.3 S1P YM","81.3 S1P YM_672826"
3,7,"3_7","81.3 S1P YM","81.3 S1P YM_672828"
2,8,"2_8","8.16 His YM","8.16 His YM_672829"
2,6,"2_6","81.3 S1P YM","81.3 S1P YM_672829"
3,8,"3_8","81.3 S1P YM","81.3 S1P YM_672830"
3,8,"3_8","81.3 S1P YM","81.3 S1P YM_672831"
3,8,"3_8","8.16 His YM","8.16 His YM_672833"
2,8,"2_8","81.3 S1P YM","81.3 S1P YM_672834"
1,8,"1_8","81.3 S1P YM","81.3 S1P YM_672835"
1,8,"1_8","8.16 His YM","8.16 His YM_672836"
1,7,"1_7","8.16 His YM","8.16 His YM_672838"
2,8,"2_8","8.16 His YM","8.16 His YM_672839"
2,8,"2_8","81.3 S1P YM","81.3 S1P YM_672839"
3,8,"3_8","8.16 His YM","8.16 His YM_672840"
2,8,"2_8","8.16 His YM","8.16 His YM_672842"
3,8,"3_8","81.3 S1P YM","81.3 S1P YM_672842"
1,6,"1_6","81.3 S1P YM","81.3 S1P YM_672843"
3,7,"3_7","81.3 S1P YM","81.3 S1P YM_672844"
3,7,"3_7","81.3 S1P YM","81.3 S1P YM_672845"
3,7,"3_7","81.3 S1P YM","81.3 S1P YM_672847"
3,8,"3_8","8.16 His YM","8.16 His YM_672848"
3,8,"3_8","81.3 S1P YM","81.3 S1P YM_672848"
1,6,"1_6","81.3 S1P YM","81.3 S1P YM_672850"
3,8,"3_8","8.16 His YM","8.16 His YM_672851"
2,6,"2_6","81.3 S1P YM","81.3 S1P YM_672851"
3,7,"3_7","81.3 S1P YM","81.3 S1P YM_672852"
3,8,"3_8","81.3 S1P YM","81.3 S1P YM_672853"
3,7,"3_7","8.16 His YM","8.16 His YM_672854"
2,8,"2_8","81.3 S1P YM","81.3 S1P YM_672855"
3,8,"3_8","81.3 S1P YM","81.3 S1P YM_672856"
2,8,"2_8","8.16 His YM","8.16 His YM_672857"
2,6,"2_6","81.3 S1P YM","81.3 S1P YM_672857"
3,8,"3_8","81.3 S1P YM","81.3 S1P YM_672858"
3,7,"3_7","8.16 His YM","8.16 His YM_672862"
3,8,"3_8","8.16 His YM","8.16 His YM_672865"
2,8,"2_8","81.3 S1P YM","81.3 S1P YM_672865"
2,8,"2_8","8.16 His YM","8.16 His YM_672867"
1,8,"1_8","81.3 S1P YM","81.3 S1P YM_672868"
2,8,"2_8","8.16 His YM","8.16 His YM_672870"
2,6,"2_6","81.3 S1P YM","81.3 S1P YM_672870"
2,8,"2_8","8.16 His YM","8.16 His YM_672872"
3,8,"3_8","81.3 S1P YM","81.3 S1P YM_672874"
3,8,"3_8","81.3 S1P YM","81.3 S1P YM_672877"
3,7,"3_7","8.16 His YM","8.16 His YM_672878"
3,7,"3_7","8.16 His YM","8.16 His YM_672880"
2,6,"2_6","81.3 S1P YM","81.3 S1P YM_672880"
2,8,"2_8","8.16 His YM","8.16 His YM_672881"
2,8,"2_8","8.16 His YM","8.16 His YM_672882"
2,8,"2_8","81.3 S1P YM","81.3 S1P YM_672882"
3,7,"3_7","81.3 S1P YM","81.3 S1P YM_672883"
2,8,"2_8","8.16 His YM","8.16 His YM_672885"
3,8,"3_8","81.3 S1P YM","81.3 S1P YM_672885"
2,8,"2_8","8.16 His YM","8.16 His YM_672886"
2,6,"2_6","81.3 S1P YM","81.3 S1P YM_672887"
2,8,"2_8","81.3 S1P YM","81.3 S1P YM_672888"
1,8,"1_8","8.16 His YM","8.16 His YM_672889"
2,7,"2_7","81.3 S1P YM","81.3 S1P YM_672889"
2,8,"2_8","8.16 His YM","8.16 His YM_672890"
3,8,"3_8","81.3 S1P YM","81.3 S1P YM_672891"
2,7,"2_7","8.16 His YM","8.16 His YM_672893"
3,8,"3_8","81.3 S1P YM","81.3 S1P YM_672893"
2,7,"2_7","8.16 His YM","8.16 His YM_672894"
2,6,"2_6","81.3 S1P YM","81.3 S1P YM_672894"
2,3,"2_3","81.3 S1P YM","81.3 S1P YM_672895"
2,8,"2_8","8.16 His YM","8.16 His YM_672896"
2,8,"2_8","8.16 His YM","8.16 His YM_672897"
2,5,"2_5","81.3 S1P YM","81.3 S1P YM_672897"
2,8,"2_8","8.16 His YM","8.16 His YM_672898"
2,6,"2_6","81.3 S1P YM","81.3 S1P YM_672899"
3,7,"3_7","8.16 His YM","8.16 His YM_672900"
3,8,"3_8","81.3 S1P YM","81.3 S1P YM_672900"
2,8,"2_8","8.16 His YM","8.16 His YM_672901"
2,6,"2_6","81.3 S1P YM","81.3 S1P YM_672901"
3,8,"3_8","8.16 His YM","8.16 His YM_672903"
2,8,"2_8","81.3 S1P YM","81.3 S1P YM_672903"
3,8,"3_8","8.16 His YM","8.16 His YM_672904"
1,8,"1_8","8.16 His YM","8.16 His YM_672907"
2,7,"2_7","81.3 S1P YM","81.3 S1P YM_672908"
2,8,"2_8","81.3 S1P YM","81.3 S1P YM_672911"
3,8,"3_8","81.3 S1P YM","81.3 S1P YM_672912"
1,8,"1_8","8.16 His YM","8.16 His YM_672914"
1,8,"1_8","81.3 S1P YM","81.3 S1P YM_672914"
2,8,"2_8","81.3 S1P YM","81.3 S1P YM_672915"
3,7,"3_7","8.16 His YM","8.16 His YM_672916"
1,8,"1_8","8.16 His YM","8.16 His YM_672917"
1,5,"1_5","81.3 S1P YM","81.3 S1P YM_672917"
3,8,"3_8","8.16 His YM","8.16 His YM_672918"
2,8,"2_8","81.3 S1P YM","81.3 S1P YM_672918"
2,7,"2_7","8.16 His YM","8.16 His YM_672919"
2,8,"2_8","8.16 His YM","8.16 His YM_672920"
1,8,"1_8","8.16 His YM","8.16 His YM_672921"
1,8,"1_8","81.3 S1P YM","81.3 S1P YM_672922"
2,8,"2_8","8.16 His YM","8.16 His YM_672923"
3,7,"3_7","81.3 S1P YM","81.3 S1P YM_672923"
2,8,"2_8","8.16 His YM","8.16 His YM_672924"
2,8,"2_8","81.3 S1P YM","81.3 S1P YM_672924"
1,8,"1_8","81.3 S1P YM","81.3 S1P YM_672925"
1,3,"1_3","81.3 S1P YM","81.3 S1P YM_672927"
3,8,"3_8","81.3 S1P YM","81.3 S1P YM_672928"
3,8,"3_8","81.3 S1P YM","81.3 S1P YM_672929"
2,8,"2_8","8.16 His YM","8.16 His YM_672930"
3,5,"3_5","81.3 S1P YM","81.3 S1P YM_672930"
3,8,"3_8","8.16 His YM","8.16 His YM_672931"
2,8,"2_8","81.3 S1P YM","81.3 S1P YM_672932"
2,8,"2_8","81.3 S1P YM","81.3 S1P YM_672933"
3,7,"3_7","8.16 His YM","8.16 His YM_672934"
1,8,"1_8","81.3 S1P YM","81.3 S1P YM_672934"
2,8,"2_8","8.16 His YM","8.16 His YM_672936"
2,8,"2_8","81.3 S1P YM","81.3 S1P YM_672936"
2,7,"2_7","8.16 His YM","8.16 His YM_672937"
3,7,"3_7","81.3 S1P YM","81.3 S1P YM_672937"
3,8,"3_8","81.3 S1P YM","81.3 S1P YM_672940"
2,8,"2_8","8.16 His YM","8.16 His YM_672941"
1,8,"1_8","8.16 His YM","8.16 His YM_672942"
2,8,"2_8","81.3 S1P YM","81.3 S1P YM_672942"
2,8,"2_8","81.3 S1P YM","81.3 S1P YM_672945"
3,8,"3_8","8.16 His YM","8.16 His YM_672946"
1,8,"1_8","81.3 S1P YM","81.3 S1P YM_672950"
2,8,"2_8","8.16 His YM","8.16 His YM_672951"
3,8,"3_8","81.3 S1P YM","81.3 S1P YM_672952"
1,6,"1_6","81.3 S1P YM","81.3 S1P YM_672954"
2,8,"2_8","81.3 S1P YM","81.3 S1P YM_672955"
2,8,"2_8","81.3 S1P YM","81.3 S1P YM_672956"
3,8,"3_8","8.16 His YM","8.16 His YM_672958"
2,8,"2_8","8.16 His YM","8.16 His YM_672960"
3,8,"3_8","81.3 S1P YM","81.3 S1P YM_672962"
3,8,"3_8","81.3 S1P YM","81.3 S1P YM_672963"
2,8,"2_8","8.16 His YM","8.16 His YM_672964"
3,7,"3_7","81.3 S1P YM","81.3 S1P YM_672964"
2,8,"2_8","8.16 His YM","8.16 His YM_672965"
2,8,"2_8","8.16 His YM","8.16 His YM_672966"
3,7,"3_7","81.3 S1P YM","81.3 S1P YM_672966"
3,8,"3_8","8.16 His YM","8.16 His YM_672967"
3,6,"3_6","81.3 S1P YM","81.3 S1P YM_672967"
2,8,"2_8","8.16 His YM","8.16 His YM_672968"
1,6,"1_6","81.3 S1P YM","81.3 S1P YM_672968"
2,7,"2_7","8.16 His YM","8.16 His YM_672969"
2,8,"2_8","81.3 S1P YM","81.3 S1P YM_672969"
3,7,"3_7","8.16 His YM","8.16 His YM_672971"
2,8,"2_8","81.3 S1P YM","81.3 S1P YM_672971"
2,7,"2_7","8.16 His YM","8.16 His YM_672972"
3,8,"3_8","81.3 S1P YM","81.3 S1P YM_672972"
3,8,"3_8","81.3 S1P YM","81.3 S1P YM_672973"
2,8,"2_8","8.16 His YM","8.16 His YM_672975"
3,8,"3_8","81.3 S1P YM","81.3 S1P YM_672975"
2,8,"2_8","8.16 His YM","8.16 His YM_672976"
2,7,"2_7","8.16 His YM","8.16 His YM_672979"
2,8,"2_8","81.3 S1P YM","81.3 S1P YM_672980"
3,7,"3_7","8.16 His YM","8.16 His YM_672982"
2,8,"2_8","81.3 S1P YM","81.3 S1P YM_672982"
3,7,"3_7","81.3 S1P YM","81.3 S1P YM_672983"
2,8,"2_8","81.3 S1P YM","81.3 S1P YM_672984"
2,7,"2_7","8.16 His YM","8.16 His YM_672985"
2,8,"2_8","81.3 S1P YM","81.3 S1P YM_672987"
3,7,"3_7","81.3 S1P YM","81.3 S1P YM_672988"
3,8,"3_8","8.16 His YM","8.16 His YM_672989"
2,6,"2_6","81.3 S1P YM","81.3 S1P YM_672991"
1,8,"1_8","81.3 S1P YM","81.3 S1P YM_672992"
3,7,"3_7","8.16 His YM","8.16 His YM_672993"
2,8,"2_8","81.3 S1P YM","81.3 S1P YM_672994"
3,8,"3_8","81.3 S1P YM","81.3 S1P YM_672995"
2,8,"2_8","81.3 S1P YM","81.3 S1P YM_672996"
3,8,"3_8","81.3 S1P YM","81.3 S1P YM_672998"
2,8,"2_8","81.3 S1P YM","81.3 S1P YM_672999"
3,7,"3_7","0.0 DMSO","0.0 DMSO_673"
2,5,"2_5","81.3 S1P YM","81.3 S1P YM_673000"
2,7,"2_7","81.3 S1P YM","81.3 S1P YM_673002"
2,7,"2_7","8.16 His YM","8.16 His YM_673003"
3,5,"3_5","81.3 S1P YM","81.3 S1P YM_673003"
3,7,"3_7","8.16 His YM","8.16 His YM_673004"
3,7,"3_7","8.16 His YM","8.16 His YM_673008"
2,6,"2_6","81.3 S1P YM","81.3 S1P YM_673009"
3,7,"3_7","8.16 His YM","8.16 His YM_673011"
3,7,"3_7","81.3 S1P YM","81.3 S1P YM_673011"
3,8,"3_8","81.3 S1P YM","81.3 S1P YM_673012"
3,8,"3_8","81.3 S1P YM","81.3 S1P YM_673013"
3,8,"3_8","8.16 His YM","8.16 His YM_673014"
1,5,"1_5","81.3 S1P YM","81.3 S1P YM_673014"
2,5,"2_5","81.3 S1P YM","81.3 S1P YM_673019"
3,7,"3_7","81.3 S1P YM","81.3 S1P YM_673020"
2,7,"2_7","8.16 His YM","8.16 His YM_673023"
3,8,"3_8","81.3 S1P YM","81.3 S1P YM_673023"
1,6,"1_6","81.3 S1P YM","81.3 S1P YM_673024"
3,8,"3_8","81.3 S1P YM","81.3 S1P YM_673025"
2,8,"2_8","8.16 His YM","8.16 His YM_673026"
3,7,"3_7","8.16 His YM","8.16 His YM_673027"
1,5,"1_5","81.3 S1P YM","81.3 S1P YM_673028"
3,8,"3_8","8.16 His YM","8.16 His YM_673029"
2,8,"2_8","8.16 His YM","8.16 His YM_673030"
2,8,"2_8","81.3 S1P YM","81.3 S1P YM_673030"
3,8,"3_8","81.3 S1P YM","81.3 S1P YM_673032"
2,8,"2_8","81.3 S1P YM","81.3 S1P YM_673033"
2,8,"2_8","81.3 S1P YM","81.3 S1P YM_673034"
3,8,"3_8","81.3 S1P YM","81.3 S1P YM_673035"
2,8,"2_8","8.16 His YM","8.16 His YM_673036"
2,8,"2_8","81.3 S1P YM","81.3 S1P YM_673037"
3,7,"3_7","8.16 His YM","8.16 His YM_673042"
3,7,"3_7","8.16 His YM","8.16 His YM_673044"
1,8,"1_8","81.3 S1P YM","81.3 S1P YM_673045"
3,8,"3_8","8.16 His YM","8.16 His YM_673047"
3,8,"3_8","8.16 His YM","8.16 His YM_673048"
1,5,"1_5","8.16 His YM","8.16 His YM_673049"
2,8,"2_8","8.16 His YM","8.16 His YM_673050"
3,8,"3_8","81.3 S1P YM","81.3 S1P YM_673050"
2,7,"2_7","8.16 His YM","8.16 His YM_673051"
3,8,"3_8","81.3 S1P YM","81.3 S1P YM_673051"
2,5,"2_5","81.3 S1P YM","81.3 S1P YM_673052"
3,8,"3_8","81.3 S1P YM","81.3 S1P YM_673054"
2,8,"2_8","8.16 His YM","8.16 His YM_673055"
3,7,"3_7","81.3 S1P YM","81.3 S1P YM_673055"
2,8,"2_8","81.3 S1P YM","81.3 S1P YM_673057"
2,8,"2_8","81.3 S1P YM","81.3 S1P YM_673059"
3,8,"3_8","8.16 His YM","8.16 His YM_673060"
2,8,"2_8","8.16 His YM","8.16 His YM_673066"
2,8,"2_8","81.3 S1P YM","81.3 S1P YM_673066"
3,8,"3_8","8.16 His YM","8.16 His YM_673067"
1,5,"1_5","81.3 S1P YM","81.3 S1P YM_673071"
3,5,"3_5","81.3 S1P YM","81.3 S1P YM_673072"
2,6,"2_6","81.3 S1P YM","81.3 S1P YM_673073"
2,8,"2_8","8.16 His YM","8.16 His YM_673074"
2,8,"2_8","8.16 His YM","8.16 His YM_673075"
3,7,"3_7","81.3 S1P YM","81.3 S1P YM_673075"
2,8,"2_8","81.3 S1P YM","81.3 S1P YM_673077"
2,8,"2_8","8.16 His YM","8.16 His YM_673078"
2,8,"2_8","8.16 His YM","8.16 His YM_673079"
3,8,"3_8","81.3 S1P YM","81.3 S1P YM_673079"
3,8,"3_8","81.3 S1P YM","81.3 S1P YM_673080"
3,8,"3_8","81.3 S1P YM","81.3 S1P YM_673082"
3,7,"3_7","81.3 S1P YM","81.3 S1P YM_673083"
1,6,"1_6","81.3 S1P YM","81.3 S1P YM_673084"
2,8,"2_8","8.16 His YM","8.16 His YM_673085"
2,8,"2_8","81.3 S1P YM","81.3 S1P YM_673085"
3,7,"3_7","81.3 S1P YM","81.3 S1P YM_673086"
3,7,"3_7","81.3 S1P YM","81.3 S1P YM_673088"
2,5,"2_5","8.16 His YM","8.16 His YM_673090"
3,5,"3_5","81.3 S1P YM","81.3 S1P YM_673093"
3,8,"3_8","8.16 His YM","8.16 His YM_673094"
3,8,"3_8","8.16 His YM","8.16 His YM_673095"
3,8,"3_8","81.3 S1P YM","81.3 S1P YM_673095"
2,8,"2_8","81.3 S1P YM","81.3 S1P YM_673098"
3,7,"3_7","81.3 S1P YM","81.3 S1P YM_673099"
2,8,"2_8","81.3 S1P YM","81.3 S1P YM_673100"
3,6,"3_6","81.3 S1P YM","81.3 S1P YM_673101"
3,8,"3_8","81.3 S1P YM","81.3 S1P YM_673102"
2,8,"2_8","8.16 His YM","8.16 His YM_673103"
2,8,"2_8","81.3 S1P YM","81.3 S1P YM_673103"
3,7,"3_7","8.16 His YM","8.16 His YM_673104"
3,8,"3_8","81.3 S1P YM","81.3 S1P YM_673105"
2,8,"2_8","81.3 S1P YM","81.3 S1P YM_673107"
3,8,"3_8","81.3 S1P YM","81.3 S1P YM_673110"
3,7,"3_7","81.3 S1P YM","81.3 S1P YM_673112"
3,7,"3_7","81.3 S1P YM","81.3 S1P YM_673113"
1,6,"1_6","81.3 S1P YM","81.3 S1P YM_673114"
2,8,"2_8","8.16 His YM","8.16 His YM_673115"
2,5,"2_5","81.3 S1P YM","81.3 S1P YM_673115"
3,7,"3_7","8.16 His YM","8.16 His YM_673116"
3,7,"3_7","8.16 His YM","8.16 His YM_673120"
2,6,"2_6","81.3 S1P YM","81.3 S1P YM_673120"
1,6,"1_6","8.16 His YM","8.16 His YM_673121"
1,8,"1_8","81.3 S1P YM","81.3 S1P YM_673121"
3,8,"3_8","8.16 His YM","8.16 His YM_673124"
3,8,"3_8","81.3 S1P YM","81.3 S1P YM_673124"
3,7,"3_7","8.16 His YM","8.16 His YM_673126"
2,6,"2_6","81.3 S1P YM","81.3 S1P YM_673126"
3,8,"3_8","8.16 His YM","8.16 His YM_673127"
3,8,"3_8","81.3 S1P YM","81.3 S1P YM_673127"
1,6,"1_6","8.16 His YM","8.16 His YM_673128"
3,8,"3_8","81.3 S1P YM","81.3 S1P YM_673128"
2,8,"2_8","81.3 S1P YM","81.3 S1P YM_673130"
2,8,"2_8","81.3 S1P YM","81.3 S1P YM_673131"
3,7,"3_7","81.3 S1P YM","81.3 S1P YM_673132"
3,6,"3_6","81.3 S1P YM","81.3 S1P YM_673133"
2,8,"2_8","81.3 S1P YM","81.3 S1P YM_673134"
2,8,"2_8","8.16 His YM","8.16 His YM_673135"
3,7,"3_7","81.3 S1P YM","81.3 S1P YM_673135"
2,8,"2_8","8.16 His YM","8.16 His YM_673136"
3,7,"3_7","81.3 S1P YM","81.3 S1P YM_673137"
2,8,"2_8","8.16 His YM","8.16 His YM_673138"
3,8,"3_8","8.16 His YM","8.16 His YM_673139"
2,7,"2_7","81.3 S1P YM","81.3 S1P YM_673139"
2,5,"2_5","8.16 His YM","8.16 His YM_673140"
1,2,"1_2","8.16 His YM","8.16 His YM_673141"
2,8,"2_8","81.3 S1P YM","81.3 S1P YM_673141"
3,7,"3_7","81.3 S1P YM","81.3 S1P YM_673142"
2,8,"2_8","81.3 S1P YM","81.3 S1P YM_673143"
3,7,"3_7","81.3 S1P YM","81.3 S1P YM_673144"
3,7,"3_7","8.16 His YM","8.16 His YM_673145"
3,8,"3_8","81.3 S1P YM","81.3 S1P YM_673145"
1,8,"1_8","81.3 S1P YM","81.3 S1P YM_673147"
3,6,"3_6","81.3 S1P YM","81.3 S1P YM_673149"
2,8,"2_8","8.16 His YM","8.16 His YM_673150"
1,8,"1_8","8.16 His YM","8.16 His YM_673152"
3,8,"3_8","81.3 S1P YM","81.3 S1P YM_673152"
3,8,"3_8","81.3 S1P YM","81.3 S1P YM_673153"
2,8,"2_8","8.16 His YM","8.16 His YM_673154"
3,7,"3_7","81.3 S1P YM","81.3 S1P YM_673155"
2,8,"2_8","81.3 S1P YM","81.3 S1P YM_673159"
3,8,"3_8","81.3 S1P YM","81.3 S1P YM_673160"
1,5,"1_5","8.16 His YM","8.16 His YM_673162"
3,8,"3_8","8.16 His YM","8.16 His YM_673163"
